latitude;longitude;Название;Описание;Адрес
56.695355;60.833953;Связной;сеть салонов связи;1 Мая, 27а
56.695399;60.538138;Магазин товаров для сада и рыбалки;ИП Сидоренко Л.А.;Полевской тракт 17 км, 1 бокс 8, 5 павильон
56.695497;60.794291;ГлаМурка;зоомагазин;Космонавтов, 11а, 1 этаж
56.695501;60.794341;ГлаМурка;ветеринарный кабинет;Космонавтов, 11а, 1 этаж
56.695535;60.835365;Пища богов;киоск фастфудной продукции;1 Мая, 27/1 киоск
56.695538;60.795303;Версаль;салон красоты;Космонавтов, 11Б
56.695545;60.834935;Сезон Рыбалки;магазин товаров для отдыха и рыбалки;1 Мая, 27, 1 этаж
56.695555;60.537861;Магазин строительных и хозяйственных товаров;ИП Антипин С.А.;Полевской тракт 17 км, 1 бокс 6
56.695559;60.833007;Мега книга;магазин;1 Мая, 20, 1 этаж
56.695564;60.795814;Банкомат, Сбербанк, ПАО;;Космонавтов, 11
56.695582;60.835332;Киоск фастфудной продукции;;1 Мая, 27 киоск
56.695597;60.795843;Telepay;сеть платежных терминалов;Космонавтов, 11
56.695616;60.834307;TELE2;оператор сотовой связи;1 Мая, 27, 1 этаж
56.695616;60.834307;Amigo;сеть платежных терминалов;1 Мая, 27, 1 этаж
56.695616;60.834307;Qiwi;сеть платежных терминалов;1 Мая, 27, 1 этаж, торговая сеть Монетка
56.695616;60.834307;Магазин аксессуаров к мобильным телефонам;;1 Мая, 27, 1 этаж
56.695616;60.834307;Банкомат, Банк ФК Открытие, ПАО;;1 Мая, 27, 1 этаж
56.695616;60.834307;Банкомат, Уральский банк реконструкции и развития, ПАО;;1 Мая, 27, 1 этаж, торговая сеть Монетка
56.695616;60.834307;Банкомат, Сбербанк, ПАО;;1 Мая, 27, торговая сеть Монетка
56.695616;60.834307;Аптека ПЛЮС;;1 Мая, 27, 1 этаж
56.695618;60.081615;MaxwebSite;студия по созданию и разработке сайтов;Куйбышева, 8
56.695671;60.538233;Telepay;сеть платежных терминалов;Полевской тракт 17 км, 1 бокс 6
56.695727;60.086589;Магазин;ИП Кузнецов В.М.;Литвинова, 13, 1 этаж
56.695727;60.086589;Гламур;парикмахерская;Литвинова, 13, 2 этаж
56.695745;60.793567;Qiwi;сеть платежных терминалов;Космонавтов, 11/1
56.69578;60.82769;Садовник;садовый центр;Мира, 1а
56.695799;60.53793;Торговая компания;ИП Плешков М.А.;Полевской тракт 17 км, 1
56.695925;60.799017;Telepay;сеть платежных терминалов;Космонавтов, 17, 1 этаж
56.695925;60.799017;Русь;кафе-пельменная;Космонавтов, 17, 3 этаж
56.695938;60.833191;Qiwi;сеть платежных терминалов;1 Мая, 16а, салон МегаФон
56.695938;60.833191;МегаФон;сеть салонов связи;1 Мая, 16а
56.695971;60.537108;Telepay;сеть платежных терминалов;Горнощитская, 29/1
56.695971;60.537108;Шаурма Халяль;сеть киосков по продаже шаурмы;Горнощитская, 29/1
56.695981;60.833165;Закусочная;;1 Мая, 16а
56.696041;60.10932;Telepay;сеть платежных терминалов;Кунгурская, 5а, 1 этаж
56.696113;60.53734;Зоо-Всем;магазин зоотоваров;Будённого, 87а/1
56.696113;60.53734;Telepay;сеть платежных терминалов;Будённого, 87а/1
56.696296;60.538092;Колхозный двор;торговый центр;Будённого, 87а/1
56.696335;60.796411;ЭЙВА;аптечная сеть;Гарнизон, 18, 1 этаж
56.696433;60.538949;Магазин бензоинструмента, электроинструмента и садовой техники;ИП Неживых Е.М.;Будённого, 87а, Б-11 павильон
56.696495;60.541283;Уральский склад комбикормов;оптово-розничная компания;Полевской тракт 17 км, 1н, Н11 павильон
56.696535;60.539273;Хозтовары Урала;;Будённого, 87а, Б13 место
56.69656;60.876516;Банкомат, Сбербанк, ПАО;;Речной переулок, 2а
56.696571;60.539386;Upakovka Izumrud;оптово-розничная компания;Будённого, 87а, Б-14 павильон
56.696596;60.086185;Детская библиотека;;Литвинова, 7
56.696606;60.539499;ОГОРОДНИК;садовый центр;Будённого, 87а, Б-15 павильон
56.696606;60.833288;Чехольчик;сеть магазинов;1 Мая, 17/1 киоск
56.696615;60.537792;Платный общественный туалет;;Будённого, 87н/4
